product_title,source_site,product_url,description_clean,min_order_qty,sold_in_pairs,sold_in_packs,min_lineal_feet,unit_type,notes_raw_rules
Double Hung Window Sash Tilt Pins,truthentrygard.com,https://truthentrygard.com/product/double-hung-window-sash-tilt-pins/,"Description Secure your windows with ease using our Window Sash Tilt Pins, designed to provide reliable support and functionality for various window types. Each pack contains twelve (12) tilt pins, ensuring you have an ample supply for your window repair or renovation projects. With a minimum order of just one pack, you can conveniently stock up on these essential window components without committing to large quantities. Whether you’re a homeowner, contractor, or DIY enthusiast, our tilt pins are the perfect choice for enhancing the security and functionality of your windows. Description Secure your windows with ease using our Window Sash Tilt Pins, designed to provide reliable support and functionality for various window types. Each pack contains twelve (12) tilt pins, ensuring you have an ample supply for your window repair or renovation projects. With a minimum order of just one pack, you can conveniently stock up on these essential window components without committing to large quantities. Whether you’re a homeowner, contractor, or DIY enthusiast, our tilt pins are the perfect choice for enhancing the security and functionality of your windows. Description Secure your windows with ease using our Window Sash Tilt Pins, designed to provide reliable support and functionality for various window types. Each pack contains twelve (12) tilt pins, ensuring you have an ample supply for your window repair or renovation projects. With a minimum order of just one pack, you can conveniently stock up on these essential window components without committing to large quantities. Whether you’re a homeowner, contractor, or DIY enthusiast, our tilt pins are the perfect choice for enhancing the security and functionality of your windows.",,no,,,each,
Dual Arm Face Mount Style Window Sash Operator – 24″ to 40″ Wide,truthentrygard.com,https://truthentrygard.com/product/dual-arm-face-mount-style-window-sash-operator-24-to-40-wide/,"For questions or concerns, please contact info@truthentrygard.com Description Upgrade your window operation effortlessly with our Face Mount Style Operator #RF-14. Choose between left-handed or right-handed based on your lock’s position. It fits sash sizes from 24″ to 40″ wide and up to 84″ high, supporting weights up to 108 pounds. With over 7″ of washability, it pairs perfectly with the Maxim 1497 hinge. Use it with #1497 hinge and #11576 Track (sold separately) or opt for the Stainless Steel version for coastal regions. **Please note, this is a special order item and non-returnable. Experience superior functionality beyond the ordinary OEM Sill Stop Windows. Description Upgrade your window operation effortlessly with our Face Mount Style Operator #RF-14. Choose between left-handed or right-handed based on your lock’s position. It fits sash sizes from 24″ to 40″ wide and up to 84″ high, supporting weights up to 108 pounds. With over 7″ of washability, it pairs perfectly with the Maxim 1497 hinge. Use it with #1497 hinge and #11576 Track (sold separately) or opt for the Stainless Steel version for coastal regions. **Please note, this is a special order item and non-returnable. Experience superior functionality beyond the ordinary OEM Sill Stop Windows. Description Upgrade your window operation effortlessly with our Face Mount Style Operator #RF-14. Choose between left-handed or right-handed based on your lock’s position. It fits sash sizes from 24″ to 40″ wide and up to 84″ high, supporting weights up to 108 pounds. With over 7″ of washability, it pairs perfectly with the Maxim 1497 hinge. Use it with #1497 hinge and #11576 Track (sold separately) or opt for the Stainless Steel version for coastal regions. **Please note, this is a special order item and non-returnable. Experience superior functionality beyond the ordinary OEM Sill Stop Windows.",,no,,,each,
Dyad Sill Mounted Casement Window Operator – Encore Series,truthentrygard.com,https://truthentrygard.com/product/dyad-sill-mounted-casement-window-operator-encore-series/,"Got Questions? Not sure what you need? Feel free to email: info@truthentrygard.com NOT SURE WHAT YOU NEED?!? EMAIL PICTURES AND WE WILL GET YOU TAKEN CARE OF! Description Product Overview: The Encore Series Dyad Sill Mounted Casement Window Operator is designed for smooth and reliable operation, perfect for a variety of casement windows. Key Features: Smooth Operation: Ensures easy opening and closing. Durable Construction: Made from high-quality, corrosion-resistant materials. Sleek Design: Modern look that matches any window style. Easy to Install: Comes with all necessary installation hardware. Versatile: Works with many window brands and styles. Description Product Overview: The Encore Series Dyad Sill Mounted Casement Window Operator is designed for smooth and reliable operation, perfect for a variety of casement windows. Key Features: Smooth Operation: Ensures easy opening and closing. Durable Construction: Made from high-quality, corrosion-resistant materials. Sleek Design: Modern look that matches any window style. Easy to Install: Comes with all necessary installation hardware. Versatile: Works with many window brands and styles. Description Product Overview: The Encore Series Dyad Sill Mounted Casement Window Operator is designed for smooth and reliable operation, perfect for a variety of casement windows. Key Features: Smooth Operation: Ensures easy opening and closing. Durable Construction: Made from high-quality, corrosion-resistant materials. Sleek Design: Modern look that matches any window style. Easy to Install: Comes with all necessary installation hardware. Versatile: Works with many window brands and styles.",,no,,,each,
Encore Series Sill Mounted Single Arm Crank Operator,truthentrygard.com,https://truthentrygard.com/product/encore-series-sill-mounted-single-arm-crank-operator/,"Got Questions? Not sure what you need? Feel free to email: info@truthentrygard.com NOT SURE WHAT YOU NEED?!? EMAIL PICTURES AND WE WILL GET YOU TAKEN CARE OF! Description Truth Hardware Casement Window Replacement Parts Upgrade your casement windows with the Encore Series Single Arm Sill Mounted Crank Operator . Designed for both right and left-hand configurations, this operator ensures smooth and reliable operation for your windows. Key Features: Durable Construction: High-quality materials ensure long-lasting performance. Smooth Operation: Designed for effortless window opening and closing. Handing Options: Available in both right and left-hand configurations to suit your needs. Versatile Compatibility: Perfect for replacing existing window operators or upgrading to the Encore Series. Enhance the functionality of your casement windows with the Truth Encore Series Single Arm Sill Mounted Crank Operator. Description Truth Hardware Casement Window Replacement Parts Upgrade your casement windows with the Encore Series Single Arm Sill Mounted Crank Operator . Designed for both right and left-hand configurations, this operator ensures smooth and reliable operation for your windows. Key Features: Durable Construction: High-quality materials ensure long-lasting performance. Smooth Operation: Designed for effortless window opening and closing. Handing Options: Available in both right and left-hand configurations to suit your needs. Versatile Compatibility: Perfect for replacing existing window operators or upgrading to the Encore Series. Enhance the functionality of your casement windows with the Truth Encore Series Single Arm Sill Mounted Crank Operator. Description Truth Hardware Casement Window Replacement Parts Upgrade your casement windows with the Encore Series Single Arm Sill Mounted Crank Operator . Designed for both right and left-hand configurations, this operator ensures smooth and reliable operation for your windows. Key Features: Durable Construction: High-quality materials ensure long-lasting performance. Smooth Operation: Designed for effortless window opening and closing. Handing Options: Available in both right and left-hand configurations to suit your needs. Versatile Compatibility: Perfect for replacing existing window operators or upgrading to the Encore Series. Enhance the functionality of your casement windows with the Truth Encore Series Single Arm Sill Mounted Crank Operator.",,no,,,each,
Entrygard Awning Window Operator Assembly | Model: RL-168,truthentrygard.com,https://truthentrygard.com/product/entrygard-awning-window-operator-assembly-model-rl-168/,"Got Questions? Not sure what you need? Feel free to email: info@truthentrygard.com NOT SURE WHAT YOU NEED?!? EMAIL PICTURES AND WE WILL GET YOU TAKEN CARE OF! Description Specifications: Overall Width: 28.75″ Included: No shoe studs or guide bar. Stamping Numbers: 11.43, 11.42, 31545, 31546, 45002, 40008, P 233 DC, P 234 DC, P233DC, P234DC, 20755, 31230, 40887, 40941, 40942, 31538, 31539, 30841, 30842, 30472, 30470, 20810, 20544, Wi1515, 20748, 30636, 30637, 31368, 45275. The Entrygard Awning Window Operator Assembly (Model RL-168) features an overall width of 28.75″. Please note that shoe studs and the guide bar are not included. Description Specifications: Overall Width: 28.75″ Included: No shoe studs or guide bar. Stamping Numbers: 11.43, 11.42, 31545, 31546, 45002, 40008, P 233 DC, P 234 DC, P233DC, P234DC, 20755, 31230, 40887, 40941, 40942, 31538, 31539, 30841, 30842, 30472, 30470, 20810, 20544, Wi1515, 20748, 30636, 30637, 31368, 45275. The Entrygard Awning Window Operator Assembly (Model RL-168) features an overall width of 28.75″. Please note that shoe studs and the guide bar are not included. Description Specifications: Overall Width: 28.75″ Included: No shoe studs or guide bar. Stamping Numbers: 11.43, 11.42, 31545, 31546, 45002, 40008, P 233 DC, P 234 DC, P233DC, P234DC, 20755, 31230, 40887, 40941, 40942, 31538, 31539, 30841, 30842, 30472, 30470, 20810, 20544, Wi1515, 20748, 30636, 30637, 31368, 45275. The Entrygard Awning Window Operator Assembly (Model RL-168) features an overall width of 28.75″. Please note that shoe studs and the guide bar are not included.",,no,,,each,
Eyelet Adapter,truthentrygard.com,https://truthentrygard.com/product/eyelet-adapter/,"Description Perfect Pairing: Specifically crafted for use with Telescoping Pole #BB-PE.638, ensuring optimal performance and ease of use. Easy Installation: Includes set screw for straightforward attachment, saving you time and effort. Upgrade your window maintenance experience with the Window Eyelet Adapter. Description Perfect Pairing: Specifically crafted for use with Telescoping Pole #BB-PE.638, ensuring optimal performance and ease of use. Easy Installation: Includes set screw for straightforward attachment, saving you time and effort. Upgrade your window maintenance experience with the Window Eyelet Adapter. Description Perfect Pairing: Specifically crafted for use with Telescoping Pole #BB-PE.638, ensuring optimal performance and ease of use. Easy Installation: Includes set screw for straightforward attachment, saving you time and effort. Upgrade your window maintenance experience with the Window Eyelet Adapter.",,no,,,each,
Folding Handle and Cover | Truth,truthentrygard.com,https://truthentrygard.com/product/folding-handle-and-cover-truth/,"**MIN ORDER OF $25.00 ON ALL PRODUCTS** GOT QUESTIONS?! Contact us at info@truthentrygard.com Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE",,no,,,each,
Folding Handle and Cover,truthentrygard.com,https://truthentrygard.com/product/folding-handle-and-cover/,"Got Questions? Not sure what you need? Feel free to email: info@truthentrygard.com NOT SURE WHAT YOU NEED?!? EMAIL PICTURES AND WE WILL GET YOU TAKEN CARE OF! Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE Description Used in various windows Featuring an 11/32” spline. The handle conveniently folds down to prevent interference with curtains and window treatments. IF NO COLOR SELECTED, WE WILL SHIP BRONZE",,no,,,each,
Hard To Find Obsolete Rare Old Door Parts | Mortise Locks | Muti-Point Lock Parts,truthentrygard.com,https://truthentrygard.com/product/hard-to-find-obsolete-rare-old-door-parts-mortise-locks-muti-point-lock-parts/,"Obsolete door parts, hard-to-find parts, Door parts, Mortise Locks, Multi-Point Locks, Multi Point Hardware, Door Replacement hardware, Locks, Hinges, repair parts, from the 1950’s, 1960’s, 1970’s, 1980’s, 1990’s, and 2000’s — with more than 160,000 replacement and hardware parts for doors. Description Obsolete door parts, hard-to-find parts, Door parts, Mortise Locks, Multi-Point Locks, Multi Point Hardware, Door Replacement hardware, Locks, Hinges, repair parts, from the 1950’s, 1960’s, 1970’s, 1980’s, 1990’s, and 2000’s — with more than 160,000 replacement and hardware parts for doors. PARTS LINE CARD FOR: ACADIA, ACORN, ACRO, ACME, AIRMASTER, ALENCO, ALHOM, ALSCO, ANACONDA, ALUMA, TRIM, ALUMINUM, PRODUCTS, ALWINSEAL, AMACOR, AMERICAN, CRAFTSMAN, AMERICAN, WINDOW, ANDERSEN, ANDERSON, ARCADIA, ATRIUM, BARBER, &, ROSS, BAYFORM, BELLHOUSE, BENCHMARK, BETTER-BILT, BF, RICH, BILTBEST, BINNINGS, BISHOP, BURCON, CAPITOL, CARADCO, CHAMPION, CERTAINTEED, CHELSEA, COLUMBIA, COX, CRAFTLINE, CRESTLINE, CROSSLY, DARYL, DAYTON, DECEUNINCK, DETROIT, WINDOW, DEVAC, DORCHESTER, ECKER, EFCO, E-Z-ROLL, FENESTRA, FIBERLUX, FLOATAWAY, FLORIDA, EXTRUDERS, FOCUS, POINT, GALLATIN/GAPCO, GENERAL, ALUMINUM, GENERAL, BRONZE, GEORGIA, PALM, BEACH, GEZE, GRAHAM, G-U, HARDWARE, HARVEY, HEHR, HESS, HOPES, HOWARD, HURD, IDA, INTERNATIONAL, INTERSTATE, ALUMINUM, JELD-WEN, JGR, JONES, JORDAN, KAWNEER, KELLER, KENSINGTON, KINCO, KING, KINRO, KRESTMARK, LAST, RESORT, LAURENCE, BROTHERS, LAWSON, LEALCO, LOOK, LOUISIANA, PACIFIC, LOXSCREEN, LUPTON, MALTA, MANNIX, MARVIN, MERCURY, MERZON, INDUSTRIES, METAL, INDUSTRIES, MI, HOME, PRODUCTS, MIKRON, MILCO, MILESTONE, MILLER, MFG., MILGARD, MOSS, MW, NATIONAL, NORANDEX, NORCO, NORTHERN, BUILDING, PRODUCTS, PAN, AM, PATRIOT, PEACHTREE, PECO, PEERLESS, PELLA, PENNCO, PGT, PHILIPS, PH, TECH, PLYGEM, PORTALUME, POZZI, QUAKER, REHAU, RELIANT, REMINGTON, REPCO, REPLACEMENT, HARDWARE, MANUFACTURING, REPUBLIC, REYNOLDS, RIVCO, RIVERVIEW, ROBERT, E., LEE, ROLLYSON, ROYAL, RUSCO, S.D., DAVIS, SEALMASTER, SEASONALL, SEASONSHEILD, SILVERLINE, SLIMFOLD, SLOCOMB, SNE, STANLEY, STATEWIDE, ALUMINUM, STEPHEN, LAURIE, STORM, WEATHER, SUGAR, CREEK, SURVIVOR, SUPER, SEAL, SWS, INDUSTRIES, THERMALGARD, TRACO-THREE, RIVERS, UNIQUE, UNI, SEAL, VAMPCO, VBP, VEKA, VINYL, BUILDING, PROD., VINYLINE, WAUSAU, WINDOW, COMPONENTS, MFG., (WCM), WEATHERCRAFT, WEATHER, MASTER, WEATHER, SHIELD, WENCO, WEST, WINDOW, WIDING, WINDORLOC, WIN-DOOR PRODUCTS. Description Obsolete door parts, hard-to-find parts, Door parts, Mortise Locks, Multi-Point Locks, Multi Point Hardware, Door Replacement hardware, Locks, Hinges, repair parts, from the 1950’s, 1960’s, 1970’s, 1980’s, 1990’s, and 2000’s — with more than 160,000 replacement and hardware parts for doors. PARTS LINE CARD FOR: ACADIA, ACORN, ACRO, ACME, AIRMASTER, ALENCO, ALHOM, ALSCO, ANACONDA, ALUMA, TRIM, ALUMINUM, PRODUCTS, ALWINSEAL, AMACOR, AMERICAN, CRAFTSMAN, AMERICAN, WINDOW, ANDERSEN, ANDERSON, ARCADIA, ATRIUM, BARBER, &, ROSS, BAYFORM, BELLHOUSE, BENCHMARK, BETTER-BILT, BF, RICH, BILTBEST, BINNINGS, BISHOP, BURCON, CAPITOL, CARADCO, CHAMPION, CERTAINTEED, CHELSEA, COLUMBIA, COX, CRAFTLINE, CRESTLINE, CROSSLY, DARYL, DAYTON, DECEUNINCK, DETROIT, WINDOW, DEVAC, DORCHESTER, ECKER, EFCO, E-Z-ROLL, FENESTRA, FIBERLUX, FLOATAWAY, FLORIDA, EXTRUDERS, FOCUS, POINT, GALLATIN/GAPCO, GENERAL, ALUMINUM, GENERAL, BRONZE, GEORGIA, PALM, BEACH, GEZE, GRAHAM, G-U, HARDWARE, HARVEY, HEHR, HESS, HOPES, HOWARD, HURD, IDA, INTERNATIONAL, INTERSTATE, ALUMINUM, JELD-WEN, JGR, JONES, JORDAN, KAWNEER, KELLER, KENSINGTON, KINCO, KING, KINRO, KRESTMARK, LAST, RESORT, LAURENCE, BROTHERS, LAWSON, LEALCO, LOOK, LOUISIANA, PACIFIC, LOXSCREEN, LUPTON, MALTA, MANNIX, MARVIN, MERCURY, MERZON, INDUSTRIES, METAL, INDUSTRIES, MI, HOME, PRODUCTS, MIKRON, MILCO, MILESTONE, MILLER, MFG., MILGARD, MOSS, MW, NATIONAL, NORANDEX, NORCO, NORTHERN, BUILDING, PRODUCTS, PAN, AM, PATRIOT, PEACHTREE, PECO, PEERLESS, PELLA, PENNCO, PGT, PHILIPS, PH, TECH, PLYGEM, PORTALUME, POZZI, QUAKER, REHAU, RELIANT, REMINGTON, REPCO, REPLACEMENT, HARDWARE, MANUFACTURING, REPUBLIC, REYNOLDS, RIVCO, RIVERVIEW, ROBERT, E., LEE, ROLLYSON, ROYAL, RUSCO, S.D., DAVIS, SEALMASTER, SEASONALL, SEASONSHEILD, SILVERLINE, SLIMFOLD, SLOCOMB, SNE, STANLEY, STATEWIDE, ALUMINUM, STEPHEN, LAURIE, STORM, WEATHER, SUGAR, CREEK, SURVIVOR, SUPER, SEAL, SWS, INDUSTRIES, THERMALGARD, TRACO-THREE, RIVERS, UNIQUE, UNI, SEAL, VAMPCO, VBP, VEKA, VINYL, BUILDING, PROD., VINYLINE, WAUSAU, WINDOW, COMPONENTS, MFG., (WCM), WEATHERCRAFT, WEATHER, MASTER, WEATHER, SHIELD, WENCO, WEST, WINDOW, WIDING, WINDORLOC, WIN-DOOR PRODUCTS. Description Obsolete door parts, hard-to-find parts, Door parts, Mortise Locks, Multi-Point Locks, Multi Point Hardware, Door Replacement hardware, Locks, Hinges, repair parts, from the 1950’s, 1960’s, 1970’s, 1980’s, 1990’s, and 2000’s — with more than 160,000 replacement and hardware parts for doors. PARTS LINE CARD FOR: ACADIA, ACORN, ACRO, ACME, AIRMASTER, ALENCO, ALHOM, ALSCO, ANACONDA, ALUMA, TRIM, ALUMINUM, PRODUCTS, ALWINSEAL, AMACOR, AMERICAN, CRAFTSMAN, AMERICAN, WINDOW, ANDERSEN, ANDERSON, ARCADIA, ATRIUM, BARBER, &, ROSS, BAYFORM, BELLHOUSE, BENCHMARK, BETTER-BILT, BF, RICH, BILTBEST, BINNINGS, BISHOP, BURCON, CAPITOL, CARADCO, CHAMPION, CERTAINTEED, CHELSEA, COLUMBIA, COX, CRAFTLINE, CRESTLINE, CROSSLY, DARYL, DAYTON, DECEUNINCK, DETROIT, WINDOW, DEVAC, DORCHESTER, ECKER, EFCO, E-Z-ROLL, FENESTRA, FIBERLUX, FLOATAWAY, FLORIDA, EXTRUDERS, FOCUS, POINT, GALLATIN/GAPCO, GENERAL, ALUMINUM, GENERAL, BRONZE, GEORGIA, PALM, BEACH, GEZE, GRAHAM, G-U, HARDWARE, HARVEY, HEHR, HESS, HOPES, HOWARD, HURD, IDA, INTERNATIONAL, INTERSTATE, ALUMINUM, JELD-WEN, JGR, JONES, JORDAN, KAWNEER, KELLER, KENSINGTON, KINCO, KING, KINRO, KRESTMARK, LAST, RESORT, LAURENCE, BROTHERS, LAWSON, LEALCO, LOOK, LOUISIANA, PACIFIC, LOXSCREEN, LUPTON, MALTA, MANNIX, MARVIN, MERCURY, MERZON, INDUSTRIES, METAL, INDUSTRIES, MI, HOME, PRODUCTS, MIKRON, MILCO, MILESTONE, MILLER, MFG., MILGARD, MOSS, MW, NATIONAL, NORANDEX, NORCO, NORTHERN, BUILDING, PRODUCTS, PAN, AM, PATRIOT, PEACHTREE, PECO, PEERLESS, PELLA, PENNCO, PGT, PHILIPS, PH, TECH, PLYGEM, PORTALUME, POZZI, QUAKER, REHAU, RELIANT, REMINGTON, REPCO, REPLACEMENT, HARDWARE, MANUFACTURING, REPUBLIC, REYNOLDS, RIVCO, RIVERVIEW, ROBERT, E., LEE, ROLLYSON, ROYAL, RUSCO, S.D., DAVIS, SEALMASTER, SEASONALL, SEASONSHEILD, SILVERLINE, SLIMFOLD, SLOCOMB, SNE, STANLEY, STATEWIDE, ALUMINUM, STEPHEN, LAURIE, STORM, WEATHER, SUGAR, CREEK, SURVIVOR, SUPER, SEAL, SWS, INDUSTRIES, THERMALGARD, TRACO-THREE, RIVERS, UNIQUE, UNI, SEAL, VAMPCO, VBP, VEKA, VINYL, BUILDING, PROD., VINYLINE, WAUSAU, WINDOW, COMPONENTS, MFG., (WCM), WEATHERCRAFT, WEATHER, MASTER, WEATHER, SHIELD, WENCO, WEST, WINDOW, WIDING, WINDORLOC, WIN-DOOR PRODUCTS.",,no,,,each,
Hinged Patio Door Foam Filled Weatherstrip,truthentrygard.com,https://truthentrygard.com/product/hinged-patio-door-foam-filled-weatherstrip/,"**For questions or concerns, please contact info@truthentrygard.com Description Sealing air leaks in your home is essential for energy efficiency and comfort. Weatherstripping is ideal for movable components like doors and operable windows, while caulk is better suited for stationary cracks and gaps. Before weatherstripping, it’s crucial to detect leaks and consider ventilation needs for indoor air quality. When selecting weatherstrips, consider their durability against friction, weather, temperature changes, and wear and tear. For instance, door bottoms or thresholds might face carpet drag or foot traffic erosion, while window sashes need to accommodate pane sliding in various directions. The chosen weatherstrip should seal tightly when closed yet allow easy opening. Product: Hinged Patio Door Foam Filled Weatherstrip Material: Foam-filled for optimal sealing. Pricing: Sold per foot, with a minimum purchase of 5 feet and a maximum of 25 feet. Upgrade your hinged patio door with our durable foam-filled weatherstrip, ensuring a snug seal against drafts while allowing smooth operation. Pricing is flexible to suit your needs, with lengths available to accommodate various door sizes. Description Sealing air leaks in your home is essential for energy efficiency and comfort. Weatherstripping is ideal for movable components like doors and operable windows, while caulk is better suited for stationary cracks and gaps. Before weatherstripping, it’s crucial to detect leaks and consider ventilation needs for indoor air quality. When selecting weatherstrips, consider their durability against friction, weather, temperature changes, and wear and tear. For instance, door bottoms or thresholds might face carpet drag or foot traffic erosion, while window sashes need to accommodate pane sliding in various directions. The chosen weatherstrip should seal tightly when closed yet allow easy opening. Product: Hinged Patio Door Foam Filled Weatherstrip Material: Foam-filled for optimal sealing. Pricing: Sold per foot, with a minimum purchase of 5 feet and a maximum of 25 feet. Upgrade your hinged patio door with our durable foam-filled weatherstrip, ensuring a snug seal against drafts while allowing smooth operation. Pricing is flexible to suit your needs, with lengths available to accommodate various door sizes. Description Sealing air leaks in your home is essential for energy efficiency and comfort. Weatherstripping is ideal for movable components like doors and operable windows, while caulk is better suited for stationary cracks and gaps. Before weatherstripping, it’s crucial to detect leaks and consider ventilation needs for indoor air quality. When selecting weatherstrips, consider their durability against friction, weather, temperature changes, and wear and tear. For instance, door bottoms or thresholds might face carpet drag or foot traffic erosion, while window sashes need to accommodate pane sliding in various directions. The chosen weatherstrip should seal tightly when closed yet allow easy opening. Product: Hinged Patio Door Foam Filled Weatherstrip Material: Foam-filled for optimal sealing. Pricing: Sold per foot, with a minimum purchase of 5 feet and a maximum of 25 feet. Upgrade your hinged patio door with our durable foam-filled weatherstrip, ensuring a snug seal against drafts while allowing smooth operation. Pricing is flexible to suit your needs, with lengths available to accommodate various door sizes.",,no,,,each,
Patio Door Adjustable Hinge,truthentrygard.com,https://truthentrygard.com/product/hinges-patio-door-adjustable-hinge/,"Please Specify LH or RH Hinged Patio Door Adjustable Hinge. Description Adjustable hinges for patio doors are versatile hardware components that allow for fine-tuning and customization of the door’s alignment and operation. These hinges are designed to offer adjustability in multiple directions, typically enabling vertical, horizontal, and depth adjustments. Description Adjustable hinges for patio doors are versatile hardware components that allow for fine-tuning and customization of the door’s alignment and operation. These hinges are designed to offer adjustability in multiple directions, typically enabling vertical, horizontal, and depth adjustments. Description Adjustable hinges for patio doors are versatile hardware components that allow for fine-tuning and customization of the door’s alignment and operation. These hinges are designed to offer adjustability in multiple directions, typically enabling vertical, horizontal, and depth adjustments.",,no,,,each,
Jalousie Window Operator,truthentrygard.com,https://truthentrygard.com/product/jalousie-window-operator/,"**For questions or concerns, please contact info@truthentrygard.com Description Introducing our versatile replacement operator, designed to seamlessly replace most Jalousie or Louvre operators available on the market. Crafted with precision and durability in mind, this unit comes complete with a universal break-off link for easy customization to your specific needs. Boasting an aluminum baked enamel finish, this operator not only delivers exceptional performance but also adds a touch of sleekness to your windows. With its non-handed design, installation becomes a breeze, eliminating the hassle of determining hand orientation. Upgrade your window functionality effortlessly with our reliable replacement operator. Whether you’re replacing existing units or enhancing new installations, trust in the quality and versatility of our product to meet your needs. Description Introducing our versatile replacement operator, designed to seamlessly replace most Jalousie or Louvre operators available on the market. Crafted with precision and durability in mind, this unit comes complete with a universal break-off link for easy customization to your specific needs. Boasting an aluminum baked enamel finish, this operator not only delivers exceptional performance but also adds a touch of sleekness to your windows. With its non-handed design, installation becomes a breeze, eliminating the hassle of determining hand orientation. Upgrade your window functionality effortlessly with our reliable replacement operator. Whether you’re replacing existing units or enhancing new installations, trust in the quality and versatility of our product to meet your needs. Description Introducing our versatile replacement operator, designed to seamlessly replace most Jalousie or Louvre operators available on the market. Crafted with precision and durability in mind, this unit comes complete with a universal break-off link for easy customization to your specific needs. Boasting an aluminum baked enamel finish, this operator not only delivers exceptional performance but also adds a touch of sleekness to your windows. With its non-handed design, installation becomes a breeze, eliminating the hassle of determining hand orientation. Upgrade your window functionality effortlessly with our reliable replacement operator. Whether you’re replacing existing units or enhancing new installations, trust in the quality and versatility of our product to meet your needs.",,no,,,each,
